"","DATE","TIME","CH4_dry","CO2_dry","CO","Fractional_hours","N_points","track_seg_point_id","ele","time","geometry"
"876","2020-11-30","05:20:48.167",1.84018268205,417.105539855,0.123200818915,"8034.3339",2,1117,65.51,2020-11-30 18:20:02,c(174.7948352806, -36.9105775561)
"877","2020-11-30","05:20:53.043",1.8398866663,414.77382664,0.093249910398,"8034.3353",2,1118,66.95,2020-11-30 18:20:07,c(174.7943132557, -36.9101911504)
"878","2020-11-30","05:20:57.973",1.83979475315,414.036002305,0.091475617092,"8034.3367",2,1119,69.83,2020-11-30 18:20:12,c(174.7937855311, -36.9097873103)
"879","2020-11-30","05:21:02.877",1.8399110518,413.928530635,0.0913800759265,"8034.3381",2,1120,72.24,2020-11-30 18:20:17,c(174.7934222594, -36.9094819576)
"880","2020-11-30","05:21:07.759",1.8397949803,414.162867455,0.093699076716,"8034.3394",2,1121,74.16,2020-11-30 18:20:22,c(174.7935804259, -36.9091525488)
"881","2020-11-30","05:21:12.546",1.84043845015,415.54572082,0.0977158930815,"8034.3408",2,1122,77.04,2020-11-30 18:20:27,c(174.7939747944, -36.9087799732)
"882","2020-11-30","05:21:17.476",1.84087576695,414.84333736,0.086392457031,"8034.3422",2,1123,77.52,2020-11-30 18:20:32,c(174.7945176065, -36.9083146937)
"883","2020-11-30","05:21:22.332",1.8422413271,415.86428434,0.1072449200365,"8034.3436",2,1124,78,2020-11-30 18:20:37,c(174.7949313372, -36.9078838639)
"884","2020-11-30","05:21:32.019",1.8411755191,419.74759558,0.1049686530625,"8034.3464",2,1126,77.04,2020-11-30 18:20:47,c(174.7952164058, -36.9075553771)
"885","2020-11-30","05:21:36.951",1.84106144615,422.98386984,0.0853281770655,"8034.3478",2,1127,78.48,2020-11-30 18:20:52,c(174.7954766639, -36.9072171673)
"886","2020-11-30","05:21:41.977",1.84554739475,416.148435875,0.0858842825125,"8034.3492",2,1128,77.04,2020-11-30 18:20:57,c(174.7958183941, -36.9068104774)
"887","2020-11-30","05:21:46.809",1.84362291325,414.64827972,0.0822745685535,"8034.3506",2,1129,75.6,2020-11-30 18:21:02,c(174.7959726211, -36.9065391552)
"888","2020-11-30","05:21:51.697",1.84170681555,415.70970091,0.091501468432,"8034.3519",2,1130,78,2020-11-30 18:21:07,c(174.7958567832, -36.9063182082)
"889","2020-11-30","05:21:56.573",1.852866206,414.88174044,1.480443328028,"8034.3533",2,1131,80.89,2020-11-30 18:21:12,c(174.7956681065, -36.9061148632)
"890","2020-11-30","05:22:02.240",1.84514357415,417.57642625,0.250982326895,"8034.3547",2,1132,82.81,2020-11-30 18:21:17,c(174.7950955387, -36.9060510769)
"891","2020-11-30","05:22:07.121",1.84056209005,415.50465188,0.10542804198,"8034.3561",2,1133,82.81,2020-11-30 18:21:22,c(174.794898564, -36.9058576226)
"892","2020-11-30","05:22:12.038",1.84094804865,415.256475645,0.086012726774,"8034.3575",2,1134,80.89,2020-11-30 18:21:27,c(174.7949956264, -36.9056469016)
"893","2020-11-30","05:22:16.861",1.8418915077,415.059690395,0.0926119883065,"8034.3589",2,1135,80.41,2020-11-30 18:21:32,c(174.7952808626, -36.9053852186)
"894","2020-11-30","05:22:21.704",1.84279124135,416.100065685,0.0970941496225,"8034.3603",2,1136,80.89,2020-11-30 18:21:37,c(174.7955698706, -36.9050605875)
"895","2020-11-30","05:22:26.551",1.84332579595,415.988410155,0.1009707828425,"8034.3617",2,1137,82.81,2020-11-30 18:21:42,c(174.795862399, -36.9047146663)
"896","2020-11-30","05:22:31.607",1.84236519415,417.424540945,0.100518266153,"8034.3631",2,1138,84.25,2020-11-30 18:21:47,c(174.7961706016, -36.9043343794)
"897","2020-11-30","05:22:36.517",1.8421378357,417.747509715,0.1003178117585,"8034.3644",2,1139,84.73,2020-11-30 18:21:52,c(174.7963733599, -36.9040773064)
"898","2020-11-30","05:22:41.417",1.8421589784,420.059116055,0.1036299108135,"8034.3658",2,1140,83.77,2020-11-30 18:21:57,c(174.7964920476, -36.9039520808)
"899","2020-11-30","05:22:47.075",1.8404693155,416.430117665,0.101457064255,"8034.3672",2,1141,82.81,2020-11-30 18:22:02,c(174.7965866793, -36.9038351532)
"900","2020-11-30","05:22:51.934",1.8411579059,415.543691655,0.0984416304915,"8034.3686",2,1142,81.85,2020-11-30 18:22:07,c(174.7966289241, -36.9037735462)
"901","2020-11-30","05:23:02.279",1.83907468905,442.543739975,0.103142705115,"8034.3714",2,1144,80.89,2020-11-30 18:22:17,c(174.7967091389, -36.9038141984)
"902","2020-11-30","05:23:08.010",1.83933161755,430.67798426,0.1002984406825,"8034.3728",2,1145,81.85,2020-11-30 18:22:22,c(174.7967106476, -36.90382367)
"903","2020-11-30","05:23:12.815",1.8401755888,415.97785268,0.095865443583,"8034.3742",2,1146,81.85,2020-11-30 18:22:27,c(174.7967064567, -36.9038286991)
"904","2020-11-30","05:23:18.042",1.8407643931,439.288508385,0.103625645332,"8034.3756",2,1147,81.37,2020-11-30 18:22:32,c(174.7967013437, -36.9038343988)
"905","2020-11-30","05:23:22.903",1.840929243,416.76450561,0.0942656490845,"8034.3769",2,1148,81.37,2020-11-30 18:22:37,c(174.7967011761, -36.903834315)
"906","2020-11-30","05:23:27.750",1.84142934205,414.860526885,0.096371418135,"8034.3783",2,1149,81.37,2020-11-30 18:22:42,c(174.796703523, -36.9038349018)
"907","2020-11-30","05:23:32.555",1.8419043073,416.84992124,0.089903368709,"8034.3797",2,1150,81.37,2020-11-30 18:22:47,c(174.7966994997, -36.9038349856)
"908","2020-11-30","05:23:37.400",1.8422426916,415.969370455,0.097411750671,"8034.3811",2,1151,81.37,2020-11-30 18:22:52,c(174.7966927942, -36.9038281962)
"909","2020-11-30","05:23:42.279",1.8424600104,417.5202324,0.093793153794,"8034.3825",2,1152,81.37,2020-11-30 18:22:57,c(174.7966938838, -36.9038221613)
"910","2020-11-30","05:23:47.128",1.8424945644,437.37808661,0.102822817325,"8034.3839",2,1153,81.37,2020-11-30 18:23:02,c(174.7966894414, -36.9038178027)
"911","2020-11-30","05:23:52.558",1.84089945735,416.84349385,0.0977335625345,"8034.3853",2,1154,81.37,2020-11-30 18:23:07,c(174.7966849152, -36.9038161263)
"912","2020-11-30","05:23:57.559",1.841403345,415.469948725,0.1004504926745,"8034.3867",2,1155,81.37,2020-11-30 18:23:12,c(174.7966856696, -36.9038171321)
"913","2020-11-30","05:24:02.404",1.8417259813,415.14280938,0.10154409569,"8034.3881",2,1156,81.37,2020-11-30 18:23:17,c(174.7966844123, -36.9038178027)
"914","2020-11-30","05:24:07.418",1.84208720955,415.397202625,0.09869720767,"8034.3894",2,1157,81.37,2020-11-30 18:23:22,c(174.796678964, -36.9038179703)
"915","2020-11-30","05:24:12.596",1.84193033535,458.504887285,0.107707332385,"8034.3908",2,1158,81.37,2020-11-30 18:23:27,c(174.7966811433, -36.9038193114)
"916","2020-11-30","05:24:17.398",1.8423398473,448.730619,0.104765792915,"8034.3922",2,1159,81.37,2020-11-30 18:23:32,c(174.7966751084, -36.9038228318)
"917","2020-11-30","05:24:22.220",1.8425589513,425.869267455,0.107452844925,"8034.3936",2,1160,81.37,2020-11-30 18:23:37,c(174.7966722585, -36.9038196467)
"918","2020-11-30","05:24:32.135",1.8428669956,417.225529365,0.100389591155,"8034.3964",2,1162,81.37,2020-11-30 18:23:47,c(174.7966790479, -36.9038217422)
"919","2020-11-30","05:24:37.035",1.84305250585,415.92530382,0.10130736733,"8034.3978",2,1163,81.85,2020-11-30 18:23:52,c(174.7966807242, -36.9038219936)
"920","2020-11-30","05:24:41.894",1.843486354,415.88942216,0.105255753255,"8034.3992",2,1164,81.85,2020-11-30 18:23:57,c(174.7966857534, -36.9038164616)
"921","2020-11-30","05:24:47.582",1.84134438555,415.218008485,0.0978322791755,"8034.4006",2,1165,81.37,2020-11-30 18:24:02,c(174.7966907825, -36.9038090017)
"922","2020-11-30","05:24:52.410",1.8418990441,420.6477564,0.096599531343,"8034.4019",2,1166,81.85,2020-11-30 18:24:07,c(174.7966875974, -36.9038044754)
"923","2020-11-30","05:24:57.617",1.8428655304,501.47654524,0.107185167035,"8034.4033",2,1167,81.85,2020-11-30 18:24:12,c(174.7966818977, -36.9037957583)
"924","2020-11-30","05:25:02.440",1.8424464642,430.78924653,0.10919237986,"8034.4047",2,1168,81.85,2020-11-30 18:24:17,c(174.7966836579, -36.9037905615)
"925","2020-11-30","05:25:07.312",1.8449451909,462.5679328,0.103676704223,"8034.4061",2,1169,81.37,2020-11-30 18:24:22,c(174.796685921, -36.9037878793)
"926","2020-11-30","05:25:12.121",1.84448097265,437.101707165,0.10157551176,"8034.4075",2,1170,81.85,2020-11-30 18:24:27,c(174.7966848314, -36.9037905615)
"927","2020-11-30","05:25:17.046",1.8462753117,470.18349788,0.1010842754,"8034.4089",2,1171,81.37,2020-11-30 18:24:32,c(174.7966865916, -36.9037949201)
"928","2020-11-30","05:25:21.841",1.8443799766,436.182933295,0.104348650515,"8034.4103",2,1172,81.85,2020-11-30 18:24:37,c(174.7966922913, -36.9038057327)
"929","2020-11-30","05:25:26.650",1.8437787455,418.895992005,0.102834694595,"8034.4117",2,1173,81.85,2020-11-30 18:24:42,c(174.7967170179, -36.9038372487)
"930","2020-11-30","05:25:31.463",1.8470913874,459.2464919,0.0998225479395,"8034.4131",2,1174,81.85,2020-11-30 18:24:47,c(174.7967568319, -36.9038678426)
"931","2020-11-30","05:25:36.351",1.84359640275,417.18640231,0.101273094,"8034.4144",2,1175,82.81,2020-11-30 18:24:52,c(174.7967837378, -36.9038780686)
"932","2020-11-30","05:25:41.301",1.8437481741,434.951876135,0.1073346002,"8034.4158",2,1176,82.81,2020-11-30 18:24:57,c(174.7967862524, -36.9038856961)
"933","2020-11-30","05:25:46.138",1.84381294786667,426.899038923333,0.102600599495,"8034.4172",3,1177,82.81,2020-11-30 18:25:02,c(174.7968019266, -36.9038911443)
"934","2020-11-30","05:25:50.987",1.8441152807,446.696955265,0.1010295634135,"8034.4186",2,1178,82.33,2020-11-30 18:25:07,c(174.7968166787, -36.9039083272)
"935","2020-11-30","05:26:03.171",1.84219765155,414.34647019,0.0970606118495,"8034.4214",2,1180,82.81,2020-11-30 18:25:17,c(174.7968322691, -36.9039156195)
"936","2020-11-30","05:26:08.026",1.84173526375,413.99243365,0.089967463177,"8034.4228",2,1181,83.29,2020-11-30 18:25:22,c(174.7968155891, -36.9039078243)
"937","2020-11-30","05:26:12.841",1.841819839,414.11643034,0.0901075211825,"8034.4242",2,1182,83.29,2020-11-30 18:25:27,c(174.7967916168, -36.9039034657)
"938","2020-11-30","05:26:17.788",1.84198773485,421.65743272,0.0915918865985,"8034.4256",2,1183,83.29,2020-11-30 18:25:32,c(174.7967704106, -36.903908914)
"939","2020-11-30","05:26:22.618",1.84223944295,414.75955294,0.0910972048585,"8034.4269",2,1184,83.29,2020-11-30 18:25:37,c(174.7967550717, -36.9039103389)
"940","2020-11-30","05:26:27.430",1.84213816105,414.218292185,0.0878883418395,"8034.4283",2,1185,82.33,2020-11-30 18:25:42,c(174.7967318539, -36.9039169606)
"941","2020-11-30","05:26:32.950",1.8404556183,426.72391481,0.0941520547725,"8034.4297",2,1186,81.85,2020-11-30 18:25:47,c(174.7967324406, -36.9039155357)
"942","2020-11-30","05:26:37.897",1.8407876877,440.33283756,0.095387933269,"8034.4311",2,1187,82.33,2020-11-30 18:25:52,c(174.7967348713, -36.9039133564)
"943","2020-11-30","05:26:42.747",1.84088891925,431.846338345,0.091296976622,"8034.4325",2,1188,81.85,2020-11-30 18:25:57,c(174.7967458516, -36.9039101712)
"944","2020-11-30","05:26:47.578",1.84122781045,427.530331555,0.091908593379,"8034.4339",2,1189,82.33,2020-11-30 18:26:02,c(174.7967471927, -36.9039105065)
"945","2020-11-30","05:26:52.500",1.8410716346,487.83738755,0.093789430471,"8034.4353",2,1190,82.81,2020-11-30 18:26:07,c(174.7967585921, -36.903912602)
"946","2020-11-30","05:26:58.190",1.83973723885,438.128947755,0.092816969266,"8034.4367",2,1191,82.33,2020-11-30 18:26:12,c(174.796761442, -36.9039149489)
"947","2020-11-30","05:27:02.983",1.8404285636,415.16054256,0.0957546027715,"8034.4381",2,1192,82.81,2020-11-30 18:26:17,c(174.7967639565, -36.9039203133)
"948","2020-11-30","05:27:07.903",1.84086816775,414.69975864,0.0945173338385,"8034.4394",2,1193,83.29,2020-11-30 18:26:22,c(174.7967753559, -36.9039235823)
"949","2020-11-30","05:27:12.782",1.8412220365,414.48309493,0.0904232560135,"8034.4408",2,1194,82.33,2020-11-30 18:26:27,c(174.7967736796, -36.9039238337)
"950","2020-11-30","05:27:17.638",1.84175872305,417.99772353,0.0934102753655,"8034.4422",2,1195,82.81,2020-11-30 18:26:32,c(174.7967615258, -36.9039277732)
"951","2020-11-30","05:27:22.496",1.84258652405,440.57151213,0.092701288982,"8034.4436",2,1196,82.33,2020-11-30 18:26:37,c(174.7967519704, -36.9039246719)
"952","2020-11-30","05:27:32.201",1.8426092965,431.33716661,0.0964019419105,"8034.4464",2,1198,81.37,2020-11-30 18:26:47,c(174.7967661358, -36.9039317966)
"953","2020-11-30","05:27:37.013",1.842609992,433.13114324,0.1018288781615,"8034.4478",2,1199,81.85,2020-11-30 18:26:52,c(174.7967668902, -36.9039344788)
"954","2020-11-30","05:27:41.842",1.8427644025,435.965561125,0.097157104333,"8034.4492",2,1200,81.85,2020-11-30 18:26:57,c(174.7967610229, -36.9039358199)
"955","2020-11-30","05:27:46.780",1.84180948825,443.77560446,0.092079326835,"8034.4506",2,1201,82.33,2020-11-30 18:27:02,c(174.7967564128, -36.9039398432)
"956","2020-11-30","05:27:51.674",1.84222407875,444.352724775,0.0991166179075,"8034.4519",2,1202,81.85,2020-11-30 18:27:07,c(174.7967647947, -36.9039370771)
"957","2020-11-30","05:27:56.677",1.8408204392,453.87608245,0.093472244335,"8034.4533",2,1203,82.33,2020-11-30 18:27:12,c(174.7967734281, -36.9039435312)
"958","2020-11-30","05:28:02.086",1.84088377835,447.17762586,0.0939505236825,"8034.4547",2,1204,81.85,2020-11-30 18:27:17,c(174.7967694886, -36.9039471354)
"959","2020-11-30","05:28:06.934",1.84053369915,425.919222245,0.0935015535275,"8034.4561",2,1205,81.85,2020-11-30 18:27:22,c(174.7967675608, -36.9039517455)
"960","2020-11-30","05:28:11.859",1.8398184195,435.37492272,0.08762762248,"8034.4575",2,1206,81.85,2020-11-30 18:27:27,c(174.796764208, -36.9039623905)
"961","2020-11-30","05:28:17.483",1.83975728755,420.778226255,0.091160547806,"8034.4589",2,1207,82.81,2020-11-30 18:27:32,c(174.7967675608, -36.9039659109)
"962","2020-11-30","05:28:22.400",1.84091507845,432.886344355,0.10124085085,"8034.4603",2,1208,82.33,2020-11-30 18:27:37,c(174.7967681475, -36.9039675035)
"963","2020-11-30","05:28:27.316",1.8410936915,419.244120305,0.116109627025,"8034.4617",2,1209,82.81,2020-11-30 18:27:42,c(174.7967839055, -36.9039690122)
"964","2020-11-30","05:28:32.273",1.84209238555,422.763239235,0.117456337815,"8034.4631",2,1210,81.85,2020-11-30 18:27:47,c(174.7967809718, -36.9039651565)
"965","2020-11-30","05:28:37.125",1.8417267378,420.07859036,0.0980093446355,"8034.4644",2,1211,82.33,2020-11-30 18:27:52,c(174.7967703268, -36.9039549306)
"966","2020-11-30","05:28:42.038",1.84914953635,504.568666115,0.10736349568,"8034.4658",2,1212,82.33,2020-11-30 18:27:57,c(174.7967657167, -36.9039373286)
"967","2020-11-30","05:28:48.049",1.84296007575,503.17662405,0.0958638842745,"8034.4672",2,1213,82.81,2020-11-30 18:28:02,c(174.7967601847, -36.9039364066)
"968","2020-11-30","05:28:52.855",1.85558617635,569.81574806,0.0990452920505,"8034.4686",2,1214,82.33,2020-11-30 18:28:07,c(174.7967570834, -36.9039348979)
"969","2020-11-30","05:29:02.530",1.84700918665,483.696977965,0.0949812183865,"8034.4714",2,1216,81.85,2020-11-30 18:28:17,c(174.7967772838, -36.903932048)
"970","2020-11-30","05:29:07.437",1.84104091415,420.42028454,0.0842288197825,"8034.4728",2,1217,82.81,2020-11-30 18:28:22,c(174.7967737634, -36.9039338082)
"971","2020-11-30","05:29:12.308",1.8419702274,424.31958543,0.0911570940475,"8034.4742",2,1218,81.85,2020-11-30 18:28:27,c(174.7967733443, -36.9039356522)
"972","2020-11-30","05:29:17.141",1.8401086326,419.0691837,0.0872767803265,"8034.4756",2,1219,81.85,2020-11-30 18:28:32,c(174.7967637889, -36.9039366581)
"973","2020-11-30","05:29:20.641",1.8401049239,423.57025054,0.0845889640483333,"8034.4769",3,1220,81.85,2020-11-30 18:28:37,c(174.7967586759, -36.9039351493)
"974","2020-11-30","05:29:27.967",1.8396388521,414.980159345,0.0898777796725,"8034.4783",2,1221,81.85,2020-11-30 18:28:42,c(174.7967513837, -36.9039333053)
"975","2020-11-30","05:29:32.884",1.83978580575,413.716105555,0.0896978708315,"8034.4797",2,1222,81.85,2020-11-30 18:28:47,c(174.7967380565, -36.9039376639)
"976","2020-11-30","05:29:37.703",1.84016980665,413.718681305,0.085703683208,"8034.4811",2,1223,81.37,2020-11-30 18:28:52,c(174.7967478633, -36.9039405137)
"977","2020-11-30","05:29:42.572",1.84152787465,422.30441856,0.0913250144335,"8034.4825",2,1224,81.37,2020-11-30 18:28:57,c(174.7967585083, -36.9039455429)
"978","2020-11-30","05:29:47.410",1.8413855732,422.631244,0.086173925825,"8034.4839",2,1225,81.85,2020-11-30 18:29:02,c(174.7967494559, -36.9039554335)
"979","2020-11-30","05:29:52.266",1.84183548885,420.75373273,0.086795885604,"8034.4853",2,1226,82.33,2020-11-30 18:29:07,c(174.796740571, -36.9039615523)
"980","2020-11-30","05:29:57.130",1.84328319785,428.728993125,0.0820236312355,"8034.4867",2,1227,82.33,2020-11-30 18:29:12,c(174.7967435047, -36.903958451)
"981","2020-11-30","05:30:01.996",1.8420909351,424.01563434,0.087575787235,"8034.4881",2,1228,82.33,2020-11-30 18:29:17,c(174.7967543174, -36.9039582834)
"982","2020-11-30","05:30:06.819",1.84550759725,438.141354315,0.086403580667,"8034.4894",2,1229,81.85,2020-11-30 18:29:22,c(174.7967616096, -36.9039535895)
"983","2020-11-30","05:30:11.733",1.84193066655,421.021861585,0.088936086015,"8034.4908",2,1230,81.37,2020-11-30 18:29:27,c(174.7967569157, -36.9039559364)
"984","2020-11-30","05:30:16.627",1.842867174,425.265206265,0.0846157351095,"8034.4922",2,1231,81.37,2020-11-30 18:29:32,c(174.7967502102, -36.9039539248)
"985","2020-11-30","05:30:21.523",1.8420360806,423.840355435,0.0848954645845,"8034.4936",2,1232,81.37,2020-11-30 18:29:37,c(174.7967430856, -36.9039576128)
"986","2020-11-30","05:30:32.117",1.8399818781,417.888641975,0.0829801737275,"8034.4964",2,1234,81.37,2020-11-30 18:29:47,c(174.796721125, -36.9039504044)
"987","2020-11-30","05:30:36.973",1.8397653337,415.883918295,0.0852498359285,"8034.4978",2,1235,80.41,2020-11-30 18:29:52,c(174.7967214603, -36.9039398432)
"988","2020-11-30","05:30:41.798",1.840188088,418.794911895,0.085064312707,"8034.4992",2,1236,80.89,2020-11-30 18:29:57,c(174.7967425827, -36.9039132725)
"989","2020-11-30","05:30:46.890",1.84350086425,430.77081,0.083461253884,"8034.5006",2,1237,80.89,2020-11-30 18:30:02,c(174.7967481147, -36.9039052259)
"990","2020-11-30","05:30:51.736",1.84097934595,417.788409185,0.0874261623995,"8034.5019",2,1238,80.89,2020-11-30 18:30:07,c(174.7967367992, -36.9039252587)
"991","2020-11-30","05:30:56.674",1.84176743925,421.5925395,0.085260482656,"8034.5033",2,1239,81.37,2020-11-30 18:30:12,c(174.7967300098, -36.9039328862)
"992","2020-11-30","05:31:01.596",1.84335934025,421.55107293,0.0860999021765,"8034.5047",2,1240,80.41,2020-11-30 18:30:17,c(174.796726238, -36.9039322156)
"993","2020-11-30","05:31:06.476",1.8469861418,459.523537005,0.083529312561,"8034.5061",2,1241,80.89,2020-11-30 18:30:22,c(174.7967228852, -36.9039318804)
"994","2020-11-30","05:31:11.375",1.8433027119,424.638896625,0.0908802134065,"8034.5075",2,1242,80.89,2020-11-30 18:30:27,c(174.7967048641, -36.9039483089)
"995","2020-11-30","05:31:16.247",1.8429200762,423.49301306,0.088378349998,"8034.5089",2,1243,80.89,2020-11-30 18:30:32,c(174.7967030201, -36.9039503206)
"996","2020-11-30","05:31:21.420",1.8416221019,414.417887975,0.086828935109,"8034.5103",2,1244,80.41,2020-11-30 18:30:37,c(174.7967102285, -36.9039463811)
"997","2020-11-30","05:31:26.282",1.84420931756667,426.769729666667,0.0896722010913333,"8034.5117",3,1245,79.93,2020-11-30 18:30:42,c(174.7967170179, -36.9039468002)
"998","2020-11-30","05:31:31.174",1.8420683143,417.596636435,0.083244339026,"8034.5131",2,1246,80.41,2020-11-30 18:30:47,c(174.7967292555, -36.9039409328)
"999","2020-11-30","05:31:36.134",1.84165838275,413.92270461,0.0865875666125,"8034.5144",2,1247,80.41,2020-11-30 18:30:52,c(174.7967426665, -36.9039411005)
"1000","2020-11-30","05:31:41.046",1.84203340006667,414.80871143,0.0833623810313333,"8034.5158",3,1248,79.93,2020-11-30 18:30:57,c(174.7967399005, -36.9039351493)
"1001","2020-11-30","05:31:45.980",1.84173061743333,414.033374823333,0.085329011632,"8034.5172",3,1249,80.41,2020-11-30 18:31:02,c(174.7967550717, -36.9039239176)
"1002","2020-11-30","05:31:50.855",1.84131474205,414.21238303,0.0877713695345,"8034.5186",2,1250,80.41,2020-11-30 18:31:07,c(174.7967546526, -36.9039168768)
"1003","2020-11-30","05:32:01.036",1.83957990336667,414.550713783333,0.088068566586,"8034.5214",3,1252,79.93,2020-11-30 18:31:17,c(174.7967354581, -36.903943615)
"1004","2020-11-30","05:32:05.842",1.8404061025,528.140021346667,0.118148729668,"8034.5228",3,1253,80.89,2020-11-30 18:31:22,c(174.7967360448, -36.9039519131)
"1005","2020-11-30","05:32:15.569",1.8468786172,636.26551713,0.083755088218,"8034.5242",1,1254,81.37,2020-11-30 18:31:27,c(174.7967337817, -36.9039468002)
"1006","2020-11-30","05:32:18.005",1.8624300262,574.069940695,0.0902646727115,"8034.5256",2,1255,80.89,2020-11-30 18:31:32,c(174.7967295069, -36.9039348979)
"1007","2020-11-30","05:32:22.836",1.8582571792,537.984150725,0.08474160614,"8034.5269",2,1256,80.89,2020-11-30 18:31:37,c(174.7967310157, -36.9039324671)
"1008","2020-11-30","05:32:27.714",1.847192685,447.268493355,0.093135390914,"8034.5283",2,1257,81.37,2020-11-30 18:31:42,c(174.7967222147, -36.9039393403)
"1009","2020-11-30","05:32:32.576",1.8651208573,569.464149615,0.0880050680015,"8034.5297",2,1258,80.41,2020-11-30 18:31:47,c(174.7967239749, -36.903953338)
"1010","2020-11-30","05:32:37.440",1.8482389877,476.87540447,0.0894489710505,"8034.5311",2,1259,80.89,2020-11-30 18:31:52,c(174.7967197839, -36.9039598759)
"1011","2020-11-30","05:32:42.309",1.8457307141,444.35510472,0.090556683936,"8034.5325",2,1260,80.89,2020-11-30 18:31:57,c(174.7967278305, -36.9039586186)
"1012","2020-11-30","05:32:47.164",1.8496115283,466.359496065,0.0902490164585,"8034.5339",2,1261,80.89,2020-11-30 18:32:02,c(174.7967198677, -36.903956607)
"1013","2020-11-30","05:32:52.357",1.85149954575,472.147944815,0.0930762994,"8034.5353",2,1262,80.89,2020-11-30 18:32:07,c(174.7967251483, -36.9039500691)
"1014","2020-11-30","05:32:58.128",1.8437751925,456.56946678,0.0933035434405,"8034.5367",2,1263,81.37,2020-11-30 18:32:12,c(174.7967314348, -36.9039532542)
"1015","2020-11-30","05:33:02.973",1.84486191655,447.078435445,0.089172627418,"8034.5381",2,1264,81.37,2020-11-30 18:32:17,c(174.796724394, -36.9039485604)
"1016","2020-11-30","05:33:07.832",1.8441225193,432.05966345,0.0996625642395,"8034.5394",2,1265,81.85,2020-11-30 18:32:22,c(174.7967209574, -36.9039352331)
"1017","2020-11-30","05:33:12.670",1.84950782965,476.74640366,0.094481370589,"8034.5408",2,1266,80.89,2020-11-30 18:32:27,c(174.7967314348, -36.903938083)
"1018","2020-11-30","05:33:18.076",1.85312979645,490.300548,0.0914215198275,"8034.5422",2,1267,81.37,2020-11-30 18:32:32,c(174.796733195, -36.9039296173)
"1019","2020-11-30","05:33:22.980",1.8475017842,458.46803159,0.062170852901,"8034.5436",2,1268,80.41,2020-11-30 18:32:37,c(174.7967316862, -36.9039221574)
"1020","2020-11-30","05:33:32.776",1.84394391505,490.191545415,0.0886631335465,"8034.5464",2,1270,80.89,2020-11-30 18:32:47,c(174.796726238, -36.9038926531)
"1021","2020-11-30","05:33:37.591",1.8534572734,506.88062956,0.093436712621,"8034.5478",1,1271,80.89,2020-11-30 18:32:52,c(174.7967268247, -36.9038966764)
"1022","2020-11-30","20:23:28.005",1.845556234,419.92585764,0.098774633208,"8049.3775",1,610,13.6,2020-12-01 09:22:39,c(174.7013437003, -36.872310983)
"1023","2020-11-30","20:23:28.005",1.84528103436667,418.415340313333,0.0847253695063333,"8049.3789",3,611,8.31,2020-12-01 09:22:44,c(174.7001916077, -36.8720305245)
"1024","2020-11-30","20:23:32.838",1.84484848236667,417.90380709,0.0711763649086667,"8049.3803",3,612,3.5,2020-12-01 09:22:49,c(174.6989453863, -36.8718736153)
"1025","2020-11-30","20:23:40.082",1.8446539204,417.621216805,0.062172501873,"8049.3817",2,613,2.06,2020-12-01 09:22:54,c(174.6976117417, -36.8718097452)
"1026","2020-11-30","20:23:44.915",1.8449281189,414.78997876,0.0717266159245,"8049.3831",2,614,1.58,2020-12-01 09:22:59,c(174.6962618362, -36.8717981782)
"1027","2020-11-30","20:23:49.755",1.84517062915,419.039838705,0.071166692467,"8049.3844",2,615,3.5,2020-12-01 09:23:04,c(174.694900196, -36.8718027882)
"1028","2020-11-30","20:23:54.841",1.8450138656,416.524987835,0.0578178846875,"8049.3858",2,616,3.02,2020-12-01 09:23:09,c(174.6935488656, -36.8718099128)
"1029","2020-11-30","20:23:59.638",1.84519156055,412.18084293,0.062528982155,"8049.3872",2,617,4.46,2020-12-01 09:23:14,c(174.6921002213, -36.8718387466)
"1030","2020-11-30","20:24:04.573",1.84529635265,413.84710147,0.066284853376,"8049.3886",2,618,4.94,2020-12-01 09:23:19,c(174.690589048, -36.871883506)
"1031","2020-11-30","20:24:14.158",1.844587896,410.616376345,0.0581158153835,"8049.3914",2,620,3.98,2020-12-01 09:23:29,c(174.6876174957, -36.8719855137)
"1032","2020-11-30","20:24:18.953",1.84462838115,410.55616501,0.0558030073705,"8049.3928",2,621,2.54,2020-12-01 09:23:34,c(174.6861631516, -36.8720496353)
"1033","2020-11-30","20:24:23.755",1.8451120851,410.83614606,0.057597672401,"8049.3942",2,622,2.54,2020-12-01 09:23:39,c(174.684789693, -36.8720890302)
"1034","2020-11-30","20:24:28.585",1.84506683695,413.184199185,0.0559286799925,"8049.3956",2,623,2.06,2020-12-01 09:23:44,c(174.6834782604, -36.8721013516)
"1035","2020-11-30","20:24:33.403",1.8450211428,412.240342505,0.058940099345,"8049.3969",2,624,1.1,2020-12-01 09:23:49,c(174.6821892913, -36.872075703)
"1036","2020-11-30","20:24:38.229",1.8455452604,417.693890866667,0.0646384434023333,"8049.3983",3,625,0.14,2020-12-01 09:23:54,c(174.680935191, -36.8720311951)
"1037","2020-11-30","20:24:43.002",1.8457234445,417.157468233333,0.0676263674586667,"8049.3997",3,626,0.62,2020-12-01 09:23:59,c(174.6797307953, -36.8720237352)
"1038","2020-11-30","20:24:47.858",1.84594074036667,413.963308306667,0.0642835622283333,"8049.4011",3,627,2.06,2020-12-01 09:24:04,c(174.6785362903, -36.8719681632)
