"","DATE","TIME","CH4_dry","CO2_dry","CO","Fractional_hours","N_points","track_seg_point_id","ele","time","geometry"
"495","2020-11-30","04:47:06.322",1.8461567207,417.87364315,0.13184229387,"8033.7728",2,713,88.1,2020-11-30 17:46:22,c(174.7587540373, -36.9210659992)
"496","2020-11-30","04:47:11.224",1.84522502033333,424.098533643333,0.174723626693333,"8033.7742",3,714,89.06,2020-11-30 17:46:27,c(174.7589645907, -36.9212560169)
"497","2020-11-30","04:47:16.144",1.8441384286,425.38374488,0.16020433602,"8033.7756",2,715,89.54,2020-11-30 17:46:32,c(174.7591842804, -36.921445448)
"498","2020-11-30","04:47:21.138",1.8423976884,417.39390263,0.13884865117,"8033.7769",2,716,90.02,2020-11-30 17:46:37,c(174.7595021222, -36.9216813985)
"499","2020-11-30","04:47:26.075",1.8431636144,420.609149305,0.14179850907,"8033.7783",2,717,90.5,2020-11-30 17:46:42,c(174.7597234044, -36.9218623638)
"500","2020-11-30","04:47:31.098",1.84146601573333,417.171046663333,0.104145139185667,"8033.7797",3,718,90.5,2020-11-30 17:46:47,c(174.7600060422, -36.9220750965)
"501","2020-11-30","04:47:35.986",1.84105794643333,419.6645788,0.0838689300803333,"8033.7811",3,719,87.62,2020-11-30 17:46:52,c(174.760342408, -36.9222368672)
"502","2020-11-30","04:47:40.944",1.84072434743333,429.194119116667,0.246194724253333,"8033.7825",3,720,85.69,2020-11-30 17:46:57,c(174.7606410552, -36.9223651942)
"503","2020-11-30","04:47:45.858",1.84071776263333,440.209827056667,0.18076271843,"8033.7839",3,721,81.85,2020-11-30 17:47:02,c(174.7610282991, -36.9225483388)
"504","2020-11-30","04:47:53.242",1.8413149219,430.296544615,0.104435813712,"8033.7853",2,722,79.93,2020-11-30 17:47:07,c(174.7613826022, -36.9227062538)
"505","2020-11-30","04:47:58.250",1.8430354551,434.7651972,0.564105341425,"8033.7867",2,723,78,2020-11-30 17:47:12,c(174.761670772, -36.9228329044)
"506","2020-11-30","04:48:03.198",1.8404883554,414.957047925,0.081481359094,"8033.7881",2,724,74.64,2020-11-30 17:47:17,c(174.7620221414, -36.9229801744)
"507","2020-11-30","04:48:05.665",1.84026202883333,413.6938997,0.0842885427486667,"8033.7894",3,725,71.27,2020-11-30 17:47:22,c(174.7623778693, -36.9231121056)
"508","2020-11-30","04:48:13.194",1.84070524825,414.161801025,0.0868958515125,"8033.7908",2,726,64.07,2020-11-30 17:47:27,c(174.7628169134, -36.9232931547)
"509","2020-11-30","04:48:18.045",1.84138040285,422.157475485,0.0986649297855,"8033.7922",2,727,61.18,2020-11-30 17:47:32,c(174.7631018143, -36.9234230742)
"510","2020-11-30","04:48:23.099",1.8423783024,423.3250986,0.1055772468615,"8033.7936",2,728,60.7,2020-11-30 17:47:37,c(174.7635170538, -36.9236030336)
"511","2020-11-30","04:48:32.967",1.8408498206,421.700755175,0.18601422622,"8033.7964",2,730,59.26,2020-11-30 17:47:47,c(174.7642009333, -36.9239139184)
"512","2020-11-30","04:48:37.838",1.8405283318,418.27531942,0.159430393575,"8033.7978",2,731,54.93,2020-11-30 17:47:52,c(174.7645938769, -36.9241273217)
"513","2020-11-30","04:48:42.769",1.8408906701,424.526855305,1.0620014859,"8033.7992",2,732,50.61,2020-11-30 17:47:57,c(174.7651551291, -36.9242336042)
"514","2020-11-30","04:48:47.903",1.8645931488,459.007484745,0.94232794699,"8033.8006",2,733,49.65,2020-11-30 17:48:02,c(174.7657337319, -36.9242015854)
"515","2020-11-30","04:48:53.155",1.84061760695,422.597521675,0.20338526634,"8033.8019",2,734,50.13,2020-11-30 17:48:07,c(174.7662539966, -36.9240142498)
"516","2020-11-30","04:48:55.763",1.84084823563333,431.060317756667,0.172035558656667,"8033.8033",3,735,50.13,2020-11-30 17:48:12,c(174.76642197, -36.9236335438)
"517","2020-11-30","04:49:03.105",1.83919740795,418.584034415,0.134706417795,"8033.8047",2,736,45.8,2020-11-30 17:48:17,c(174.7665853333, -36.9231521711)
"518","2020-11-30","04:49:05.753",1.83911439866667,416.36946819,0.15285888147,"8033.8061",3,737,42.44,2020-11-30 17:48:22,c(174.7667699866, -36.922686724)
"519","2020-11-30","04:49:13.121",1.8406404665,426.606100745,0.349400284915,"8033.8075",2,738,38.11,2020-11-30 17:48:27,c(174.7669516224, -36.9223464187)
"520","2020-11-30","04:49:18.006",1.84020261635,427.09961246,0.1282920522305,"8033.8089",2,739,36.19,2020-11-30 17:48:32,c(174.7670326754, -36.92210963)
"521","2020-11-30","04:49:22.960",1.8403829443,413.82914071,0.079410744188,"8033.8103",2,740,32.82,2020-11-30 17:48:37,c(174.7672702186, -36.9217837416)
"522","2020-11-30","04:49:27.882",1.8416158026,425.69003352,0.141386982865,"8033.8117",2,741,28.98,2020-11-30 17:48:42,c(174.7675223462, -36.9213818293)
"523","2020-11-30","04:49:34.006",1.8517059134,417.65124705,0.099717551114,"8033.8131",1,742,26.09,2020-11-30 17:48:47,c(174.7675503418, -36.9210841879)
"524","2020-11-30","04:49:36.473",1.84077391445,419.579344535,0.1011001649755,"8033.8144",2,743,25.13,2020-11-30 17:48:52,c(174.7675156407, -36.9207868818)
"525","2020-11-30","04:49:41.413",1.8402337955,434.44190646,0.186815335905,"8033.8158",2,744,25.13,2020-11-30 17:48:57,c(174.7678245977, -36.920737261)
"526","2020-11-30","04:49:46.341",1.84353345695,452.56765586,0.20855196372,"8033.8172",2,745,22.25,2020-11-30 17:49:02,c(174.7684356384, -36.9210000336)
"527","2020-11-30","04:49:51.223",1.84335042925,418.257285635,0.120760549685,"8033.8186",2,746,17.92,2020-11-30 17:49:07,c(174.7690989822, -36.921348637)
"528","2020-11-30","04:50:00.944",1.8437601598,419.47240878,0.106838439121667,"8033.8214",3,748,17.92,2020-11-30 17:49:17,c(174.7706192918, -36.9217963982)
"529","2020-11-30","04:50:05.898",1.84689689675,419.90747991,0.094662014767,"8033.8228",2,749,17.44,2020-11-30 17:49:22,c(174.7711636126, -36.9221047685)
"530","2020-11-30","04:50:11.443",1.841878082,423.01568303,0.09727895743,"8033.8242",2,750,17.44,2020-11-30 17:49:27,c(174.7716896608, -36.9225210138)
"531","2020-11-30","04:50:16.394",1.84061605935,421.271237845,0.11718369924,"8033.8256",2,751,18.4,2020-11-30 17:49:32,c(174.7724093311, -36.9226800185)
"532","2020-11-30","04:50:22.529",1.83650556465,420.304207035,0.10505400077,"8033.8269",2,752,18.88,2020-11-30 17:49:37,c(174.773211563, -36.9226658531)
"533","2020-11-30","04:50:27.497",1.83948451115,416.45665601,0.103750962425,"8033.8283",2,753,17.92,2020-11-30 17:49:42,c(174.7739209235, -36.922661243)
"534","2020-11-30","04:50:32.398",1.83889137555,415.647793455,0.087405524443,"8033.8297",2,754,17.92,2020-11-30 17:49:47,c(174.7745654918, -36.9226975366)
"535","2020-11-30","04:50:37.265",1.8380571331,413.399146855,0.0878499179365,"8033.8311",2,755,17.44,2020-11-30 17:49:52,c(174.7751898598, -36.9228999596)
"536","2020-11-30","04:50:42.240",1.83833673055,421.180938175,0.118233760435,"8033.8325",2,756,16.96,2020-11-30 17:49:57,c(174.7757790238, -36.9231389277)
"537","2020-11-30","04:50:47.119",1.83948922,416.259932475,0.114970874485,"8033.8339",2,757,17.44,2020-11-30 17:50:02,c(174.776368523, -36.9233118463)
"538","2020-11-30","04:50:52.079",1.84115475215,420.47491271,0.167822778035,"8033.8353",2,758,16.48,2020-11-30 17:50:07,c(174.776866911, -36.9234709349)
"539","2020-11-30","04:50:57.028",1.83891305325,416.46606327,0.0994820948315,"8033.8367",2,759,16.48,2020-11-30 17:50:12,c(174.7771800589, -36.9236259162)
"540","2020-11-30","04:51:01.933",1.83832413105,413.744941195,0.085539775107,"8033.8381",2,760,15.52,2020-11-30 17:50:17,c(174.7771771252, -36.9239120744)
"541","2020-11-30","04:51:06.842",1.83871979475,414.55775621,0.0840950935665,"8033.8394",2,761,16,2020-11-30 17:50:22,c(174.7773738485, -36.9242930319)
"542","2020-11-30","04:51:11.744",1.83913865575,413.646164315,0.0793945005435,"8033.8408",2,762,16,2020-11-30 17:50:27,c(174.7777054366, -36.9246604946)
"543","2020-11-30","04:51:17.118",1.83790649695,416.364419925,0.0820610904065,"8033.8422",2,763,16.48,2020-11-30 17:50:32,c(174.7780415509, -36.9249728043)
"544","2020-11-30","04:51:22.092",1.8423559994,414.322842035,0.075086890015,"8033.8436",2,764,16,2020-11-30 17:50:37,c(174.778395351, -36.9252612256)
"545","2020-11-30","04:51:32.174",1.840716273,425.89248629,0.095511599649,"8033.8464",2,766,18.88,2020-11-30 17:50:47,c(174.7791488003, -36.9257233199)
"546","2020-11-30","04:51:37.053",1.8402077638,423.760988125,0.25085889057,"8033.8478",2,767,17.92,2020-11-30 17:50:52,c(174.7796191927, -36.925663976)
"547","2020-11-30","04:51:42.032",1.83882046415,415.608448375,0.125849887505,"8033.8492",2,768,18.4,2020-11-30 17:50:57,c(174.7802343406, -36.9255903829)
"548","2020-11-30","04:51:46.931",1.84011608555,418.974718045,0.1068935503575,"8033.8506",2,769,17.92,2020-11-30 17:51:02,c(174.7809618898, -36.9255224057)
"549","2020-11-30","04:51:52.223",1.84022653335,414.841761115,0.08818446005,"8033.8519",2,770,17.92,2020-11-30 17:51:07,c(174.7816580068, -36.9254665822)
"550","2020-11-30","04:51:57.062",1.8392158458,420.877652155,0.0825426969675,"8033.8533",2,771,17.92,2020-11-30 17:51:12,c(174.7823069338, -36.9253947493)
"551","2020-11-30","04:52:02.010",1.83922395535,419.71809684,0.083575220794,"8033.8547",2,772,18.88,2020-11-30 17:51:17,c(174.7827569582, -36.925331885)
"552","2020-11-30","04:52:07.184",1.8392092078,450.240661905,0.090624767765,"8033.8561",2,773,18.4,2020-11-30 17:51:22,c(174.7831509914, -36.9252817612)
"553","2020-11-30","04:52:12.141",1.83867921925,456.521697465,0.084158334219,"8033.8575",2,774,17.92,2020-11-30 17:51:27,c(174.7832330503, -36.925277235)
"554","2020-11-30","04:52:17.094",1.83898209765,418.76644161,0.082637869751,"8033.8589",2,775,17.92,2020-11-30 17:51:32,c(174.7832269315, -36.9252835214)
"555","2020-11-30","04:52:21.993",1.8395946043,432.59193055,0.087079602672,"8033.8603",2,776,18.4,2020-11-30 17:51:37,c(174.783236403, -36.9252971001)
"556","2020-11-30","04:52:26.880",1.8397646527,436.338212185,0.079983962157,"8033.8617",2,777,18.4,2020-11-30 17:51:42,c(174.7832223214, -36.925313361)
"557","2020-11-30","04:52:31.803",1.8395305766,424.107435595,0.0796602545605,"8033.8631",2,778,18.4,2020-11-30 17:51:47,c(174.7832510713, -36.9253214914)
"558","2020-11-30","04:52:36.721",1.8390112378,433.876039395,0.090050765656,"8033.8644",2,779,18.88,2020-11-30 17:51:52,c(174.7834819928, -36.9254001975)
"559","2020-11-30","04:52:42.289",1.8387620293,430.707384355,0.085704312174,"8033.8658",2,780,18.4,2020-11-30 17:51:57,c(174.7835770436, -36.9256179594)
"560","2020-11-30","04:52:47.227",1.83901107075,441.1371359,0.0956928898165,"8033.8672",2,781,18.4,2020-11-30 17:52:02,c(174.7835686617, -36.9257798977)
"561","2020-11-30","04:52:52.201",1.83894099845,417.26114009,0.082641679725,"8033.8686",2,782,17.92,2020-11-30 17:52:07,c(174.7835892811, -36.9261145033)
"562","2020-11-30","04:53:02.019",1.83927076975,415.61427166,0.097335333225,"8033.8714",2,784,20.32,2020-11-30 17:52:17,c(174.7839365434, -36.9266182557)
"563","2020-11-30","04:53:07.131",1.84014951365,413.6238232,0.1011454900735,"8033.8728",2,785,23.21,2020-11-30 17:52:22,c(174.7844159883, -36.9266290683)
"564","2020-11-30","04:53:12.924",1.8388937442,420.5956448,0.0252888009265,"8033.8742",2,786,22.73,2020-11-30 17:52:27,c(174.7849939205, -36.9265786931)
"565","2020-11-30","04:53:18.151",1.8416652101,469.68664185,0.20077209717,"8033.8756",2,787,21.29,2020-11-30 17:52:32,c(174.7853189707, -36.9265297428)
"566","2020-11-30","04:53:23.003",1.84053747915,464.130854605,0.14090943316,"8033.8769",2,788,21.29,2020-11-30 17:52:37,c(174.7853306215, -36.9265179243)
"567","2020-11-30","04:53:28.421",1.8385284194,421.209165945,0.12321906041,"8033.8783",2,789,21.77,2020-11-30 17:52:42,c(174.7854106687, -36.9265181758)
"568","2020-11-30","04:53:30.872",1.83876681456667,416.183694843333,0.119016386313333,"8033.8797",3,790,21.29,2020-11-30 17:52:47,c(174.7854643967, -36.9265045971)
"569","2020-11-30","04:53:35.778",1.83937172853333,415.24197202,0.1137009546,"8033.8811",3,791,21.29,2020-11-30 17:52:52,c(174.7854528297, -36.9265014119)
"570","2020-11-30","04:53:40.819",1.83948133993333,415.94427873,0.11056690128,"8033.8825",3,792,21.77,2020-11-30 17:52:57,c(174.7854407597, -36.926504178)
"571","2020-11-30","04:53:48.232",1.8397909448,415.36195409,0.105686866715,"8033.8839",2,793,21.29,2020-11-30 17:53:02,c(174.7854376584, -36.9265091233)
"572","2020-11-30","04:53:53.151",1.8400676908,414.132123455,0.108634500995,"8033.8853",2,794,21.77,2020-11-30 17:53:07,c(174.7854256723, -36.9265086204)
"573","2020-11-30","04:53:58.079",1.8405628462,425.562277225,0.116302363735,"8033.8867",2,795,21.77,2020-11-30 17:53:12,c(174.7854111716, -36.9265082013)
"574","2020-11-30","04:54:03.131",1.84163322625,478.976312535,0.19308446585,"8033.8881",2,796,21.29,2020-11-30 17:53:17,c(174.7854066454, -36.9265062734)
"575","2020-11-30","04:54:05.589",1.84142380223333,466.619033516667,0.156730876273333,"8033.8894",3,797,21.77,2020-11-30 17:53:22,c(174.785405891, -36.9265072793)
"576","2020-11-30","04:54:13.002",1.84066568945,436.194788195,0.139758367275,"8033.8908",2,798,21.77,2020-11-30 17:53:27,c(174.785399437, -36.9265163317)
"577","2020-11-30","04:54:18.036",1.8411482292,427.738224815,0.117142240315,"8033.8922",2,799,22.25,2020-11-30 17:53:32,c(174.7853977606, -36.9265212771)
"578","2020-11-30","04:54:23.012",1.8405021812,414.406316845,0.099744667251,"8033.8936",2,800,21.77,2020-11-30 17:53:37,c(174.7853991855, -36.9265155774)
"579","2020-11-30","04:54:32.878",1.83989762295,415.62535747,0.1424510497,"8033.8964",2,802,21.29,2020-11-30 17:53:47,c(174.7854153626, -36.9265037589)
"580","2020-11-30","04:54:37.946",1.8397322445,415.233529745,0.102953482595,"8033.8978",2,803,21.77,2020-11-30 17:53:52,c(174.7854270134, -36.9265126437)
"581","2020-11-30","04:54:42.780",1.839443783,415.668956165,0.11142638762,"8033.8992",2,804,21.29,2020-11-30 17:53:57,c(174.7854316235, -36.9265135657)
"582","2020-11-30","04:54:47.857",1.83984319385,425.860418675,0.11903744251,"8033.9006",2,805,21.29,2020-11-30 17:54:02,c(174.7854381613, -36.9265170023)
"583","2020-11-30","04:54:52.811",1.83956161805,414.185284215,0.099981704867,"8033.9019",2,806,21.29,2020-11-30 17:54:07,c(174.7854542546, -36.9265122246)
"584","2020-11-30","04:54:57.696",1.84281900615,420.281793945,0.154183172325,"8033.9033",2,807,21.29,2020-11-30 17:54:12,c(174.7855675779, -36.9264973886)
"585","2020-11-30","04:55:02.602",1.83945095035,414.43978891,0.0973532665305,"8033.9047",2,808,20.81,2020-11-30 17:54:17,c(174.7855926398, -36.9264867436)
"586","2020-11-30","04:55:07.565",1.83885997945,412.200063325,0.1003366290385,"8033.9061",2,809,20.81,2020-11-30 17:54:22,c(174.7855848446, -36.9264801219)
"587","2020-11-30","04:55:12.470",1.83905398645,421.332788835,0.10837719555,"8033.9075",2,810,20.81,2020-11-30 17:54:27,c(174.7855816595, -36.926475428)
"588","2020-11-30","04:55:17.358",1.85184640405,520.12623683,1.8797451544,"8033.9089",2,811,20.81,2020-11-30 17:54:32,c(174.7855741996, -36.9264700636)
"589","2020-11-30","04:55:22.559",1.85824913425,483.014180475,3.4244603885,"8033.9103",2,812,20.81,2020-11-30 17:54:37,c(174.785567997, -36.9264565688)
"590","2020-11-30","04:55:27.539",1.86443580255,483.459351675,2.68513470025,"8033.9117",2,813,21.29,2020-11-30 17:54:42,c(174.7855627164, -36.9264564011)
"591","2020-11-30","04:55:32.444",1.85277652835,462.513390835,1.353925889595,"8033.9131",2,814,21.29,2020-11-30 17:54:47,c(174.7855468746, -36.9264631066)
"592","2020-11-30","04:55:37.345",1.8430892673,421.688687565,0.21834908597,"8033.9144",2,815,20.81,2020-11-30 17:54:52,c(174.7855233215, -36.9264693931)
"593","2020-11-30","04:55:42.265",1.84209738965,414.92656632,0.13155254359,"8033.9158",2,816,20.81,2020-11-30 17:54:57,c(174.7855229862, -36.9264740869)
"594","2020-11-30","04:55:47.214",1.8422572473,416.455231945,0.1671980759,"8033.9172",2,817,20.81,2020-11-30 17:55:02,c(174.7855183762, -36.9264709018)
"595","2020-11-30","04:55:52.121",1.8445225526,444.741044955,0.2745813392,"8033.9186",2,818,20.81,2020-11-30 17:55:07,c(174.7855172865, -36.9264722429)
"596","2020-11-30","04:56:01.999",1.84179106305,422.833010275,0.113280804625,"8033.9214",2,820,21.29,2020-11-30 17:55:17,c(174.7855072282, -36.9264801219)
"597","2020-11-30","04:56:06.921",1.84040496825,418.27118962,0.11166312363,"8033.9228",2,821,21.29,2020-11-30 17:55:22,c(174.785494823, -36.926486576)
"598","2020-11-30","04:56:12.335",1.8394733356,414.315124665,0.10218658766,"8033.9242",2,822,21.29,2020-11-30 17:55:27,c(174.7854784783, -36.9264957123)
"599","2020-11-30","04:56:18.055",1.83742355255,414.58138243,0.1150879897,"8033.9256",2,823,21.29,2020-11-30 17:55:32,c(174.7854638938, -36.9264987297)
"600","2020-11-30","04:56:23.193",1.83800152135,418.24284025,0.1561153188,"8033.9269",2,824,21.29,2020-11-30 17:55:37,c(174.7854574397, -36.9265046809)
"601","2020-11-30","04:56:25.668",1.8427227533,426.72532796,0.653737681326667,"8033.9283",3,825,20.81,2020-11-30 17:55:42,c(174.7854667436, -36.9264894258)
"602","2020-11-30","04:56:32.963",1.8488890104,439.92095859,1.137450478155,"8033.9297",2,826,20.81,2020-11-30 17:55:47,c(174.785479065, -36.9264704827)
"603","2020-11-30","04:56:37.911",1.84537632885,457.04048527,0.5571419881,"8033.9311",2,827,21.29,2020-11-30 17:55:52,c(174.7856058832, -36.9264633581)
"604","2020-11-30","04:56:42.857",1.8432913285,459.24769404,0.396828695345,"8033.9325",2,828,20.81,2020-11-30 17:55:57,c(174.7859191988, -36.9266395457)
"605","2020-11-30","04:56:47.759",1.8410072879,440.758920515,0.26741981206,"8033.9339",2,829,20.81,2020-11-30 17:56:02,c(174.7860109806, -36.9270496722)
"606","2020-11-30","04:56:52.644",1.84148441605,449.07023393,0.303173956595,"8033.9353",2,830,20.81,2020-11-30 17:56:07,c(174.7860738449, -36.9275635667)
"607","2020-11-30","04:56:58.197",1.8405493879,442.42648934,0.2288767435,"8033.9367",2,831,20.32,2020-11-30 17:56:12,c(174.7861436661, -36.9280431792)
"608","2020-11-30","04:57:03.131",1.8395480105,433.04767001,0.16936393837,"8033.9381",2,832,20.81,2020-11-30 17:56:17,c(174.7863159142, -36.9284832291)
"609","2020-11-30","04:57:05.589",1.8396017944,431.182202706667,0.199483301026667,"8033.9394",3,833,20.81,2020-11-30 17:56:22,c(174.7865958698, -36.9288475066)
"610","2020-11-30","04:57:14.190",1.8482912962,462.66291589,0.22807603029,"8033.9408",1,834,20.32,2020-11-30 17:56:27,c(174.786842633, -36.9291536976)
"611","2020-11-30","04:57:16.589",1.8384911114,455.76858772,0.207731410795,"8033.9422",2,835,20.81,2020-11-30 17:56:32,c(174.7869262844, -36.9293611497)
"612","2020-11-30","04:57:21.525",1.8395325159,455.87314301,0.23995559555,"8033.9436",2,836,20.32,2020-11-30 17:56:37,c(174.786981605, -36.9293417037)
"613","2020-11-30","04:57:31.226",1.8409945926,450.064926606667,0.207194909076667,"8033.9464",3,838,19.84,2020-11-30 17:56:47,c(174.7871444654, -36.9294758979)
"614","2020-11-30","04:57:36.098",1.8379533323,434.819382695,0.135900526135,"8033.9478",2,839,20.32,2020-11-30 17:56:52,c(174.7871468961, -36.9294414483)
"615","2020-11-30","04:57:41.926",1.836610583,420.286942245,0.1002994907515,"8033.9492",2,840,20.32,2020-11-30 17:56:57,c(174.7871707845, -36.9294798374)
"616","2020-11-30","04:57:46.836",1.8366156668,417.14502267,0.0898383513645,"8033.9506",2,841,20.81,2020-11-30 17:57:02,c(174.7870276216, -36.929717632)
"617","2020-11-30","04:57:51.815",1.8368508952,418.989007615,0.0932226846865,"8033.9519",2,842,20.81,2020-11-30 17:57:07,c(174.7868937626, -36.9300027844)
"618","2020-11-30","04:57:56.641",1.8373028527,423.891952985,0.1011047512405,"8033.9533",2,843,21.29,2020-11-30 17:57:12,c(174.7867682017, -36.9303275831)
"619","2020-11-30","04:58:01.565",1.83756617195,415.209494805,0.082181895962,"8033.9547",2,844,21.29,2020-11-30 17:57:17,c(174.7867021523, -36.9305741787)
"620","2020-11-30","04:58:06.515",1.8373902206,413.91471466,0.1021480116795,"8033.9561",2,845,21.29,2020-11-30 17:57:22,c(174.7865991388, -36.9306872506)
"621","2020-11-30","04:58:11.868",1.83831553465,416.982840765,0.126396718135,"8033.9575",2,846,22.25,2020-11-30 17:57:27,c(174.7865875717, -36.9305650424)
"622","2020-11-30","04:58:16.749",1.837669938,418.888130575,0.1162880446,"8033.9589",2,847,22.73,2020-11-30 17:57:32,c(174.7866749112, -36.930252146)
"623","2020-11-30","04:58:21.648",1.83835003665,421.67320072,0.23537663829,"8033.9603",2,848,21.29,2020-11-30 17:57:37,c(174.7868168168, -36.9298067316)
"624","2020-11-30","04:58:26.927",1.8395656871,473.430256965,0.82331787437,"8033.9617",2,849,21.29,2020-11-30 17:57:42,c(174.7869725525, -36.9295514189)
"625","2020-11-30","04:58:32.681",1.84007187175,534.412772415,0.62187665053,"8033.9631",2,850,20.81,2020-11-30 17:57:47,c(174.7870524321, -36.9293806795)
"626","2020-11-30","04:58:37.688",1.8388782715,488.244758595,0.31990368807,"8033.9644",2,851,21.29,2020-11-30 17:57:52,c(174.7869276255, -36.9291588105)
"627","2020-11-30","04:58:42.874",1.8384421667,453.86022448,0.153147804305,"8033.9658",2,852,20.81,2020-11-30 17:57:57,c(174.7867418826, -36.9289351813)
"628","2020-11-30","04:58:47.799",1.8380421926,428.2398284,0.13793512945,"8033.9672",2,853,21.29,2020-11-30 17:58:02,c(174.7865255456, -36.9286646973)
"629","2020-11-30","04:58:52.657",1.83801146375,459.502802655,0.138557948255,"8033.9686",2,854,20.32,2020-11-30 17:58:07,c(174.7863307502, -36.9284590054)
"630","2020-11-30","04:59:02.428",1.83919936185,430.816036435,0.13160458174,"8033.9714",2,856,21.29,2020-11-30 17:58:17,c(174.7863025032, -36.9285068661)
"631","2020-11-30","04:59:07.361",1.83926624055,423.09097156,0.126176172065,"8033.9728",2,857,20.81,2020-11-30 17:58:22,c(174.7863284033, -36.9285449199)
"632","2020-11-30","04:59:12.229",1.83968136895,423.24863323,0.112615289695,"8033.9742",2,858,18.88,2020-11-30 17:58:27,c(174.7863724921, -36.9286829699)
"633","2020-11-30","04:59:17.088",1.83952206365,416.601054545,0.0980348742325,"8033.9756",2,859,16.48,2020-11-30 17:58:32,c(174.7863258049, -36.9288600795)
"634","2020-11-30","04:59:21.996",1.83914714295,416.23245342,0.092158843337,"8033.9769",2,860,16,2020-11-30 17:58:37,c(174.7862862423, -36.9289710559)
"635","2020-11-30","04:59:27.167",1.8394451456,420.24594413,0.0983041092315,"8033.9783",2,861,16,2020-11-30 17:58:42,c(174.7861590888, -36.9289527833)
"636","2020-11-30","04:59:32.117",1.83985983905,422.040887665,0.101021464777,"8033.9797",2,862,16.96,2020-11-30 17:58:47,c(174.7861367092, -36.9289388694)
"637","2020-11-30","04:59:36.973",1.83992079275,427.140945485,0.101071487819,"8033.9811",2,863,16.48,2020-11-30 17:58:52,c(174.7861337755, -36.928939037)
"638","2020-11-30","04:59:41.943",1.84016035595,421.7364902,0.107705923635,"8033.9825",2,864,16,2020-11-30 17:58:57,c(174.7861447558, -36.9289379474)
"639","2020-11-30","04:59:47.628",1.83846376865,415.740372765,0.101778882055,"8033.9839",2,865,16.48,2020-11-30 17:59:02,c(174.7861490306, -36.9289373606)
"640","2020-11-30","04:59:53.204",1.837459736,416.29984011,0.097032774109,"8033.9853",2,866,16.48,2020-11-30 17:59:07,c(174.7861485276, -36.928939037)
"641","2020-11-30","04:59:58.095",1.837825306,418.555592345,0.097924744099,"8033.9867",2,867,16,2020-11-30 17:59:12,c(174.7861425765, -36.9289418869)
"642","2020-11-30","05:00:03.569",1.836376626,427.60205262,0.10314958888,"8033.9881",1,868,15.52,2020-11-30 17:59:17,c(174.7861372959, -36.9289469998)
"643","2020-11-30","05:00:06.040",1.83716768156667,420.161878103333,0.0960393323013333,"8033.9894",3,869,16.48,2020-11-30 17:59:22,c(174.7861414868, -36.9289481733)
"644","2020-11-30","05:00:10.964",1.8376609653,419.77429682,0.097966473131,"8033.9908",3,870,16.48,2020-11-30 17:59:27,c(174.7861411516, -36.9289499335)
"645","2020-11-30","05:00:15.861",1.83805493906667,426.453634106667,0.105049231366,"8033.9922",3,871,16,2020-11-30 17:59:32,c(174.7861377988, -36.9289565552)
"646","2020-11-30","05:00:20.801",1.8383382821,431.32736234,0.105738658886667,"8033.9936",3,872,16,2020-11-30 17:59:37,c(174.7861480247, -36.9289661944)
"647","2020-11-30","05:00:33.134",1.839772188,543.84146142,0.1207078742,"8033.9964",2,874,16,2020-11-30 17:59:47,c(174.7861497011, -36.928969631)
"648","2020-11-30","05:00:38.394",1.8399245945,475.15061404,-0.1006176483,"8033.9978",1,875,16,2020-11-30 17:59:52,c(174.7861605976, -36.9289622549)
"649","2020-11-30","05:00:41.671",1.83813603795,440.08409287,0.110295662895,"8033.9992",2,876,16.48,2020-11-30 17:59:57,c(174.7861689795, -36.9289606623)
"650","2020-11-30","05:00:46.575",1.83822351975,421.97382474,0.103502405395,"8034.0006",2,877,15.52,2020-11-30 18:00:02,c(174.7861736733, -36.9289613329)
"651","2020-11-30","05:00:51.434",1.8384177253,425.66494502,0.1008784897365,"8034.0019",2,878,15.52,2020-11-30 18:00:07,c(174.786165962, -36.9289631769)
"652","2020-11-30","05:00:56.331",1.83895145145,424.0087145,0.0985814461085,"8034.0033",2,879,15.52,2020-11-30 18:00:12,c(174.7861594241, -36.9289646856)
"653","2020-11-30","05:01:01.209",1.83902694855,416.36886691,0.0989792240955,"8034.0047",2,880,15.52,2020-11-30 18:00:17,c(174.7861578315, -36.9289630093)
"654","2020-11-30","05:01:06.219",1.8387335639,413.530541865,0.098636976538,"8034.0061",2,881,15.52,2020-11-30 18:00:22,c(174.7861569934, -36.928954795)
"655","2020-11-30","05:01:11.105",1.83918463466667,418.354538036667,0.0956735418623333,"8034.0075",3,882,15.52,2020-11-30 18:00:27,c(174.7861623578, -36.928949682)
"656","2020-11-30","05:01:15.953",1.8392767676,419.918678913333,0.097325674854,"8034.0089",3,883,15.52,2020-11-30 18:00:32,c(174.7861643694, -36.9289475866)
"657","2020-11-30","05:01:20.913",1.83934617903333,422.522283783333,0.099978406312,"8034.0103",3,884,15.52,2020-11-30 18:00:37,c(174.7861611843, -36.9289433956)
"658","2020-11-30","05:01:28.306",1.84020803525,436.05135115,0.10721428381,"8034.0117",2,885,15.04,2020-11-30 18:00:42,c(174.7861554008, -36.928942306)
"659","2020-11-30","05:01:34.249",1.8382107141,427.19588284,0.10983252789,"8034.0131",1,886,15.52,2020-11-30 18:00:47,c(174.7861508746, -36.9289456587)
